"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","id","a_m","sd_map","log_P50","log_Ks","latlon"
"377","Juglandaceae","Juglans","regia","Juglans regia",-1.5,-1.3,-1.9,NA,"Clermont-Ferrand","France",45.776,3.144,NA,"TMS","FR_Clermont_1",618,34,30,31,43,87,71,51,75,63,53,43,37,751,377,NA,0.0303547575201194,-0.405465108108164,NA,"45.7763.144"
"378","Clusiaceae","Clusia","uvitana","Clusia uvitana",NA,-0.6,-2.6,1.07,"Barro Colorado Island (BCI)","Panama",9.167,-79.846,NA,"TRR","PA_BCI",2600,74,32,28,93,285,259,281,290,266,371,388,235,3047,378,NA,0.048825041782251,NA,0.0676586484738149,"9.167-79.846"
"383","Fagaceae","Fagus","sylvatica","Fagus sylvatica",-2.9,-2.2,-3.7,NA,"Kiel","Germany",54.333,10.133,9.02,"TMS","DE_Kiel",775,62,47,46,49,53,65,81,88,68,65,77,73,776,383,NA,0.0177986297580945,-1.06471073699243,NA,"54.33310.133"
"384","Salicaceae","Populus","balsamifera","Populus balsamifera",-1.8,-0.8,-2.7,NA,"Kiel","Germany",54.333,10.133,9.02,"TMS","DE_Kiel",775,62,47,46,49,53,65,81,88,68,65,77,73,776,384,NA,0.0177986297580945,-0.587786664902119,NA,"54.33310.133"
"386","Betulaceae","Alnus","glutinosa","Alnus glutinosa",-2.2,-1.5,-3.5,NA,"Kiel","Germany",54.333,10.133,9.02,"TMS","DE_Kiel",775,62,47,46,49,53,65,81,88,68,65,77,73,776,386,NA,0.0177986297580945,-0.78845736036427,NA,"54.33310.133"
"392","Pinaceae","Pinus","taeda","Pinus taeda",-3.2,-2.1,-4.1,NA,"North Carolina","USA",35,-79,NA,"TMS","USA_Nc_2",1210,94,97,106,76,93,117,148,139,107,77,72,83,1192,392,NA,0.0200344469915821,-1.16315080980568,NA,"35-79"
"396","Pinaceae","Pinus","taeda","Pinus taeda",-3.7,-3.1,-4.4,NA,"Duke forest, North Carolina","USA",35.967,-79.133,15.6,"TMS","USA_Nc_DukeForest_2",1150,96,95,105,81,105,100,113,112,91,86,82,84,1162,396,NA,0.00985778463803449,-1.30833281965018,NA,"35.967-79.133"
"400","Pinaceae","Abies","concolor","Abies concolor",-8.4,NA,NA,NA,"Wasatch Mountains, Utah","USA",40.733,-110.983,NA,"WDS","USA_Ut_Wasatch_2",680,71,66,75,59,51,38,40,45,47,51,66,71,774,400,NA,0.0190541245500186,-2.12823170584927,NA,"40.733-110.983"
"402","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",-3.3,NA,NA,NA,"Wasatch Mountains, Utah","USA",40.733,-110.983,NA,"WDS","USA_Ut_Wasatch_2",680,71,66,75,59,51,38,40,45,47,51,66,71,774,402,NA,0.0190541245500186,-1.19392246847243,NA,"40.733-110.983"
"404","Ginkgoaceae","Ginkgo","biloba","Ginkgo biloba",-3.1,NA,NA,NA,"University Utah campus","USA",40.759,-111.85,NA,"WDS","USA_Ut_UofUtah",511,42,42,57,63,54,30,21,26,38,45,45,48,423,404,NA,0.0244487897350426,-1.1314021114911,NA,"40.759-111.85"
"405","Cupressaceae","Juniperus","scopulorum","Juniperus scopulorum",-7.3,NA,NA,NA,"Wasatch Mountains, Utah","USA",40.733,-110.983,NA,"WDS","USA_Ut_Wasatch_2",680,71,66,75,59,51,38,40,45,47,51,66,71,774,405,NA,0.0190541245500186,-1.98787434815435,NA,"40.733-110.983"
"407","Pinaceae","Picea","engelmannii","Picea engelmannii",-8.7,NA,NA,NA,"Wasatch Mountains, Utah","USA",40.733,-110.983,NA,"WDS","USA_Ut_Wasatch_2",680,71,66,75,59,51,38,40,45,47,51,66,71,774,407,NA,0.0190541245500186,-2.16332302566054,NA,"40.733-110.983"
"409","Pinaceae","Pinus","edulis","Pinus edulis",-7,NA,NA,NA,"Great Basin Utah","USA",40.2210527777778,112.744411111111,NA,"WDS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,-1.94591014905531,NA,"40.2210527777778112.744411111111"
"411","Pinaceae","Pinus","flexilis","Pinus flexilis",-5.1,NA,NA,NA,"Wasatch Mountains, Utah","USA",40.733,-110.983,NA,"WDS","USA_Ut_Wasatch_2",680,71,66,75,59,51,38,40,45,47,51,66,71,774,411,NA,0.0190541245500186,-1.62924053973028,NA,"40.733-110.983"
"412","Pinaceae","Pinus","monophylla","Pinus monophylla",-6.3,NA,NA,NA,"Great Basin Utah","USA",40.2210527777778,112.744411111111,NA,"DES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,NA,NA,-1.84054963339749,NA,"40.2210527777778112.744411111111"
"413","Cupressaceae","Taxodium","distichum","Taxodium distichum",-2.1,NA,NA,NA,"Piedmond of North Carolina","USA",35.967,-79.133,NA,"TMS","USA_Nc_Piedmont",1162,97,96,106,82,106,101,114,113,92,87,83,85,1162,416,NA,0.00975598307550746,-0.741937344729377,NA,"35.967-79.133"
"415","Fagaceae","Quercus","gambelii","Quercus gambelii",-0.4,-0.1,-0.7,NA,"Salt Lake City Utah","USA",40.75,-111.9,NA,"TMS","USA_Ut_SaltLake",422,32,32,45,54,47,27,20,24,33,37,35,36,423,418,NA,0.0230598028483863,0.916290731874155,NA,"40.75-111.9"
"416","Fagaceae","Quercus","gambelii","Quercus gambelii",-0.3,-0.1,-0.8,NA,"Salt Lake City Utah","USA",40.75,-111.9,NA,"TMS","USA_Ut_SaltLake",422,32,32,45,54,47,27,20,24,33,37,35,36,423,419,NA,0.0230598028483863,1.20397280432594,NA,"40.75-111.9"
"417","Fagaceae","Quercus","turbinella","Quercus turbinella",-0.6,-0.2,-2.2,NA,"Salt Lake City Utah","USA",40.75,-111.9,NA,"TMS","USA_Ut_SaltLake",422,32,32,45,54,47,27,20,24,33,37,35,36,423,420,NA,0.0230598028483863,0.510825623765991,NA,"40.75-111.9"
"418","Fagaceae","Quercus","turbinella","Quercus turbinella",-0.4,-0.1,-2.2,NA,"Salt Lake City Utah","USA",40.75,-111.9,NA,"TMS","USA_Ut_SaltLake",422,32,32,45,54,47,27,20,24,33,37,35,36,423,421,NA,0.0230598028483863,0.916290731874155,NA,"40.75-111.9"
"419","Anacardiaceae","Rhus","trilobata","Rhus trilobata",-0.5,-0.1,-2.5,NA,"Salt Lake City Utah","USA",40.75,-111.9,NA,"TMS","USA_Ut_SaltLake",422,32,32,45,54,47,27,20,24,33,37,35,36,423,422,NA,0.0230598028483863,0.693147180559945,NA,"40.75-111.9"
"420","Anacardiaceae","Rhus","trilobata","Rhus trilobata",-0.3,-0.1,-1,NA,"Salt Lake City Utah","USA",40.75,-111.9,NA,"TMS","USA_Ut_SaltLake",422,32,32,45,54,47,27,20,24,33,37,35,36,423,423,NA,0.0230598028483863,1.20397280432594,NA,"40.75-111.9"
"422","Lecythidaceae","Barringtonia","racemosa","Barringtonia racemosa",NA,-0.8,-1.8,3.27869,"Durban, Natal","South Africa",-29.883,31,NA,"TRR","SA_Natal_Durban",972,124,112,127,70,55,29,31,46,64,95,110,109,1009,425,NA,0.0370448302064104,NA,1.18744395237462,"-29.88331"
"423","Lauraceae","Cinnamomum","camphora","Cinnamomum camphora",NA,-0.8,-1.7,1.44262,"Durban, Natal","South Africa",-29.883,31,NA,"TRR","SA_Natal_Durban",972,124,112,127,70,55,29,31,46,64,95,110,109,1009,426,NA,0.0370448302064104,NA,0.366460904848258,"-29.88331"
"424","Podocarpaceae","Podocarpus","latifolius","Podocarpus latifolius",-1.74,-0.5,-2.8,0.349727,"Durban, Natal","South Africa",-29.883,31,NA,"TRR","SA_Natal_Durban",972,124,112,127,70,55,29,31,46,64,95,110,109,1009,427,NA,0.0370448302064104,-0.553885113226438,-1.05060242885695,"-29.88331"
"425","Bignoniaceae","Tecoma","capensis","Tecoma capensis",-1.48,-0.8,-2.6,1.15847,"Durban, Natal","South Africa",-29.883,31,NA,"TRR","SA_Natal_Durban",972,124,112,127,70,55,29,31,46,64,95,110,109,1009,428,NA,0.0370448302064104,-0.392042087776024,0.147100169000402,"-29.88331"
"426","Meliaceae","Trichilia","dregeana","Trichilia dregeana",-2.66,-0.8,-4.4,2.46995,"Durban, Natal","South Africa",-29.883,31,NA,"TRR","SA_Natal_Durban",972,124,112,127,70,55,29,31,46,64,95,110,109,1009,429,NA,0.0370448302064104,-0.978326122793608,0.904197907520015,"-29.88331"
"431","Sapindaceae","Acer","negundo","Acer negundo",NA,NA,NA,8.5,"Ingham County, Michigan","USA",42.673,-84.474,NA,"TMS","USA_Mi_Ingham",785,41,37,57,74,70,88,72,83,84,56,65,56,769,434,NA,0.0208764967770298,NA,2.14006616349627,"42.673-84.474"
"432","Sapindaceae","Acer","saccharinum","Acer saccharinum",NA,NA,NA,4.7,"Ingham County, Michigan","USA",42.673,-84.474,NA,"TMS","USA_Mi_Ingham",785,41,37,57,74,70,88,72,83,84,56,65,56,769,435,NA,0.0208764967770298,NA,1.54756250871601,"42.673-84.474"
"433","Sapindaceae","Acer","rubrum","Acer rubrum",NA,NA,NA,5.8,"Ingham County, Michigan","USA",42.673,-84.474,NA,"TMS","USA_Mi_Ingham",785,41,37,57,74,70,88,72,83,84,56,65,56,769,436,NA,0.0208764967770298,NA,1.75785791755237,"42.673-84.474"
"434","Sapindaceae","Acer","nigrum","Acer nigrum",NA,NA,NA,4.5,"Ingham County, Michigan","USA",42.673,-84.474,NA,"TMS","USA_Mi_Ingham",785,41,37,57,74,70,88,72,83,84,56,65,56,769,437,NA,0.0208764967770298,NA,1.50407739677627,"42.673-84.474"
"435","Sapindaceae","Acer","saccharum","Acer saccharum",NA,NA,NA,6.2,"Ingham County, Michigan","USA",42.673,-84.474,NA,"TMS","USA_Mi_Ingham",785,41,37,57,74,70,88,72,83,84,56,65,56,769,438,NA,0.0208764967770298,NA,1.82454929205105,"42.673-84.474"
"450","Sapotaceae","Sideroxylon","lanuginosum","Sideroxylon lanuginosum",-2.6,-0.755157255,-4.444842745,0.6,"Menard, TX","USA",30.917,-99.9,NA,"WDS","USA_Tx_Menard",700,29,39,35,59,99,78,58,72,94,72,37,28,568,453,NA,0.0356249966094889,-0.955511445027436,-0.510825623765991,"30.917-99.9"
"453","Cupressaceae","Juniperus","ashei","Juniperus ashei",-13.41,-9.078630077,-17.74136992,0.2,"Austin, TX","USA",30.367,-97.75,NA,"WDS","USA_Tx_Austin",700,38,51,43,59,100,77,42,46,73,75,51,45,826,456,NA,0.0270046607214435,-2.59600069729359,-1.6094379124341,"30.367-97.75"
"456","Fagaceae","Quercus","fusiformis","Quercus fusiformis",-0.5,-0.03338872,-0.96661128,1.7,"Menard, TX","USA",30.917,-99.9,NA,"WDS","USA_Tx_Menard",700,29,39,35,59,99,78,58,72,94,72,37,28,568,459,NA,0.0356249966094889,0.693147180559945,0.53062825106217,"30.917-99.9"
"462","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",-3.33808,-0.597865,-7.12456,0.32,"Missoula, MT","USA",46.917,-114.083,NA,"TMS","USA_Mt_Missoula_1",357,32,20,26,26,48,48,24,31,30,21,23,29,357,465,NA,0.0260542076574329,-1.20539579139943,-1.13943428318836,"46.917-114.083"
"463","Pinaceae","Larix","occidentalis","Larix occidentalis",-4.30961,-0.97153,-7.17438,0.28,"Missoula, MT","USA",46.917,-114.083,NA,"WDS","USA_Mt_Missoula_2",357,32,20,26,26,48,48,24,31,30,21,23,29,357,466,NA,0.0260542076574329,-1.46084741278246,-1.27296567581289,"46.917-114.083"
"464","Pinaceae","Pinus","albicaulis","Pinus albicaulis",-3.58719,-0.572954,-5.4306,0.21,"Missoula, MT","USA",46.917,-114.083,NA,"WDS","USA_Mt_Missoula_1",357,32,20,26,26,48,48,24,31,30,21,23,29,357,467,NA,0.0260542076574329,-1.27736916620226,-1.56064774826467,"46.917-114.083"
"465","Pinaceae","Pinus","contorta","Pinus contorta",-3.01423,-0.548043,-4.83274,0.26,"Missoula, MT","USA",46.917,-114.083,NA,"WDS","USA_Mt_Missoula_3",357,32,20,26,26,48,48,24,31,30,21,23,29,357,468,NA,0.0260542076574329,-1.10334440784356,-1.34707364796661,"46.917-114.083"
"466","Pinaceae","Pinus","ponderosa","Pinus ponderosa",-3.01423,-0.572954,-4.63345,0.26,"Missoula, MT","USA",46.917,-114.083,NA,"TMS","USA_Mt_Missoula_4",357,32,20,26,26,48,48,24,31,30,21,23,29,357,469,NA,0.0260542076574329,-1.10334440784356,-1.34707364796661,"46.917-114.083"
"467","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",-5.20641,-1.74377,-7.2242,0.2,"Missoula, MT","USA",46.917,-114.083,NA,"TMS","USA_Mt_Missoula_4",357,32,20,26,26,48,48,24,31,30,21,23,29,357,470,NA,0.0260542076574329,-1.64989055875371,-1.6094379124341,"46.917-114.083"
"473","Sapindaceae","Acer","negundo","Acer negundo",-2.42,NA,NA,17.04,"Utah","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,476,NA,0.0255009074031068,-0.883767540168595,2.83556352140117,"40.25-111.617"
"474","Rosaceae","Amelanchier","alnifolia","Amelanchier alnifolia",-4.37,NA,NA,6.57,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,477,NA,0.0255009074031068,-1.4747630091075,1.88251383249652,"40.25-111.617"
"475","Rosaceae","Amelanchier","utahensis","Amelanchier utahensis",-6.55,NA,NA,6.93,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,478,NA,0.0255009074031068,-1.87946504964716,1.93585981320181,"40.25-111.617"
"476","Rosaceae","Cercocarpus","ledifolius","Cercocarpus ledifolius",-4.96,NA,NA,6.93,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,479,NA,0.0255009074031068,-1.60140574073684,1.93585981320181,"40.25-111.617"
"477","Rosaceae","Cercocarpus","montanus","Cercocarpus montanus",-5.8,NA,NA,8.92,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,480,NA,0.0255009074031068,-1.75785791755237,2.18829594659192,"40.25-111.617"
"478","Rosaceae","Holodiscus","dumosus","Holodiscus dumosus",-3.53,NA,NA,10.91,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,481,NA,0.0255009074031068,-1.26129787094521,2.38967979984498,"40.25-111.617"
"479","Rosaceae","Physocarpus","malvaceus","Physocarpus malvaceus",-1.9,NA,NA,7.51,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,482,NA,0.0255009074031068,-0.641853886172395,2.01623546577604,"40.25-111.617"
"480","Dennstaedtiaceae","Pteridium","aquilinum","Pteridium aquilinum",-1.99,NA,NA,21.98,"","",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,483,NA,0.0255009074031068,-0.688134638736401,3.09013294897548,"40.25-111.617"
"481","Rosaceae","Purshia","tridentata","Purshia tridentata",-4.3,NA,NA,6.17,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,484,NA,0.0255009074031068,-1.45861502269952,1.8196988379173,"40.25-111.617"
"482","Rosaceae","Rosa","nutkana","Rosa nutkana",-1.56,NA,NA,10.61,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,485,NA,0.0255009074031068,-0.444685821261446,2.36179695262589,"40.25-111.617"
"483","Rosaceae","Rubus","leucodermis","Rubus leucodermis",-1.61,NA,NA,13.3,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,486,NA,0.0255009074031068,-0.476234178996372,2.58776403522771,"40.25-111.617"
"484","Rosaceae","Rubus","parviflorus","Rubus parviflorus",-1.56,NA,NA,15.64,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,487,NA,0.0255009074031068,-0.444685821261446,2.74983173511717,"40.25-111.617"
"485","Salicaceae","Salix","exigua","Salix exigua",-1.31,NA,NA,13.3,"","",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,488,NA,0.0255009074031068,-0.27002713721306,2.58776403522771,"40.25-111.617"
"486","Adoxaceae","Sambucus","caerulea","Sambucus caerulea",-1.43,NA,NA,10.53,"","",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,489,NA,0.0255009074031068,-0.357674444271816,2.35422832614588,"40.25-111.617"
"487","Rosaceae","Sorbus","scopulina","Sorbus scopulina",-2.77,NA,NA,8.97,"Wasatch Mountains, UT","USA",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,490,NA,0.0255009074031068,-1.01884732019925,2.1938856760707,"40.25-111.617"
"488","Vitaceae","Vitis","vinifera","Vitis vinifera",-0.75,NA,NA,84.26,"","",40.25,-111.617,NA,"WDS","USA_Ut_2",683,77,74,71,63,50,31,31,39,46,56,70,77,683,491,NA,0.0255009074031068,0.287682072451781,4.43390725655087,"40.25-111.617"
"489","Pinaceae","Pinus","nigra","Pinus nigra",-3.2,-1.606055868,-4.793944132,0.407,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_1",709,44,39,62,59,80,65,29,50,76,79,64,64,647,492,NA,0.0226240223822911,-1.16315080980568,-0.898942093539542,"41.2170.917"
"490","Pinaceae","Pinus","pinaster","Pinus pinaster",-3.01,-1.465480492,-4.554519508,0.352,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_1",709,44,39,62,59,80,65,29,50,76,79,64,64,647,493,NA,0.0226240223822911,-1.10194007876078,-1.04412410338404,"41.2170.917"
"491","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.2,-1.580138077,-4.819861923,0.403,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_1",709,44,39,62,59,80,65,29,50,76,79,64,64,647,494,NA,0.0226240223822911,-1.16315080980568,-0.908818717035454,"41.2170.917"
"492","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.57,-1.909641529,-5.230358471,0.497,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_1",709,44,39,62,59,80,65,29,50,76,79,64,64,647,495,NA,0.0226240223822911,-1.27256559579155,-0.699165252885508,"41.2170.917"
"493","Sapindaceae","Acer","monspessulanum","Acer monspessulanum",-3.31,-2.015163175,-4.604836825,0.703842936,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,496,NA,0.0226240223822911,-1.19694818938897,-0.351200049987836,"41.2170.917"
"495","Ericaceae","Arbutus","unedo","Arbutus unedo",-3.09,-1.343275718,-4.836724282,0.540141872,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,498,NA,0.0226240223822911,-1.12817109090965,-0.615923448004304,"41.2170.917"
"497","Cistaceae","Cistus","albidus","Cistus albidus",-5.78,-2.701302862,-8.858697138,0.170859771,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,500,NA,0.0226240223822911,-1.75440368268429,-1.76691211153815,"41.2170.917"
"499","Cistaceae","Cistus","laurifolius","Cistus laurifolius",-3.65,-0.943353487,-6.356646513,0.502562594,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,502,NA,0.0226240223822911,-1.2947271675944,-0.688035081632374,"41.2170.917"
"501","Aquifoliaceae","Ilex","aquifolium","Ilex aquifolium",-6.6,-3.501352777,-9.698647223,0.165302869,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,504,NA,0.0226240223822911,-1.88706964903238,-1.79997591798394,"41.2170.917"
"503","Cupressaceae","Juniperus","oxycedrus","Juniperus oxycedrus",NA,NA,NA,0.326782678,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,506,NA,0.0226240223822911,NA,-1.11845992229706,"41.2170.917"
"505","Oleaceae","Phillyrea","latifolia","Phillyrea latifolia",-6.55,-3.062665989,-10.03733401,0.40837685,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,508,NA,0.0226240223822911,-1.87946504964716,-0.895564878921179,"41.2170.917"
"507","Fagaceae","Quercus","ilex","Quercus ilex",-2.02,NA,-4.171071703,2.533917204,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,510,NA,0.0226240223822911,-0.703097511413113,0.92976640733199,"41.2170.917"
"509","Rosaceae","Sorbus","torminalis","Sorbus torminalis",-3.18,-1.498624334,-4.861375666,0.278389512,"Prades","Spain",41.217,0.917,10.9,"WDS","ES_Prades_2",709,44,39,62,59,80,65,29,50,76,79,64,64,647,512,NA,0.0226240223822911,-1.15688119679209,-1.27873402364529,"41.2170.917"
"511","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.290125,-1.699362393,-4.880887607,0.32098376,"Granada","Spain",37.367,-2.85,7.9,"WDS","ES_Granada",783,79,80,91,98,75,38,24,28,41,70,81,79,612,514,NA,0.0324848007783566,-1.1909255579765,-1.13636474903225,"37.367-2.85"
"512","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.15,-1.466256199,-4.833743801,0.506098414,"Potenza","Italy",40.6,15.8,10.7,"WDS","ES_Potenza",685,68,60,56,61,46,40,25,36,50,72,88,82,686,515,NA,0.0274246347020886,-1.14740245283754,-0.681024134535045,"40.615.8"
"513","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.4676,-1.450970279,-5.484229721,0.345500593,"Prades","Spain",41.333,1.017,10.9,"WDS","ES_Prades_3",709,44,42,61,59,79,68,34,54,71,72,64,60,629,516,NA,0.0189611909687023,-1.24346271201235,-1.06276091942277,"41.3331.017"
"514","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.5895,-1.569291975,-5.609708025,0.50073826,"Vallcebre","Spain",42.2,1.817,7.7,"WDS","ES_Vallcebre",940,72,64,69,75,100,85,56,79,77,91,94,78,1083,517,NA,0.0134743289291457,-1.2780129170344,-0.691671749543795,"42.21.817"
"515","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.428833333,-1.639225401,-5.218441266,0.399890091,"Fonfreyde","France",45.7,2.983333333,7.3,"TMS","FR_Fonfreyde",931,72,62,65,67,100,94,70,90,83,74,78,76,923,518,NA,0.0128441933196229,-1.23222006716682,-0.916565542131035,"45.72.983333333"
"516","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.2796,-1.713224084,-4.845975916,0.576458102,"Pfyn","Switzerland",46.3,7.616666667,9,"TMS","CH_Pfyn",703,49,47,48,55,66,74,64,78,60,52,59,51,1282,519,NA,0.0145628806783788,-1.18772146373989,-0.550852618410185,"46.37.616666667"
"517","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.7698,-1.536133896,-6.003466104,0.327471708,"Salgesch","Switzerland",46.317,7.583333333,9,"TMS","CH_Salgesch",738,52,50,50,58,69,78,67,82,63,55,62,53,1282,520,NA,0.0145189310542658,-1.32702194965482,-1.11635361542473,"46.3177.583333333"
"518","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.2326,-1.170042894,-5.295157106,0.439943228,"Jeizinen","Switzerland",46.317,7.733333333,7.5,"TMS","CH_Jeizinen",694,49,46,48,55,65,73,64,76,59,52,57,50,1429,521,NA,0.014209160443834,-1.17328676699357,-0.821109587667292,"46.3177.733333333"
"519","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-2.930375,-1.044050584,-4.816699416,0.399419914,"Kootwijk","Netherlands",52.167,5.733333333,9.2,"TMS","NL_Kootwijk",785,66,46,62,51,61,70,74,71,65,66,74,79,789,522,NA,0.012151585895943,-1.07513040118754,-0.917741999453696,"52.1675.733333333"
"520","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.137285714,-1.38734705,-4.887224378,0.420490092,"Leuvenumse","Netherlands",52.3,5.716666667,9.2,"TMS","NL_Leuvenumse",785,66,46,62,51,61,70,74,71,65,66,74,79,789,523,NA,0.012151585895943,-1.14335800379877,-0.866334362272416,"52.35.716666667"
"521","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.014,-1.182348163,-4.845651837,0.45227614,"Edinburgh","Scotland",55.867,-3.45,7.4,"TMS","UK_Edinburgh_1",851,77,55,66,51,61,62,70,81,83,85,83,77,771,524,NA,0.0138083272519172,-1.1032681002043,-0.79346235648764,"55.867-3.45"
"522","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-2.893833333,-1.034644999,-4.753021667,0.599896972,"Hyytiala","Finland",61.85,24.3,2.8,"BOT","FI_Hyytiala",585,35,25,29,33,38,56,75,81,65,55,52,42,580,525,NA,0.0311282971506762,-1.06258203601876,-0.510997351843746,"61.8524.3"
"523","Fabaceae","Anthyllis","cytisoides","Anthyllis cytisoides",-1.79,-1.482526209,-2.097473791,0.0724,"Almería","Spain",37.017,-2.417,17.9,"DES","ES_Almería",242,28,24,23,27,21,10,3,3,15,31,28,28,378,526,16.6,0.041151349310015,-0.582215619852664,-2.62554897959047,"37.017-2.417"
"524","Asteraceae","Launaea","arborescens","Launaea arborescens",-1.47,-0.614879758,-2.325120242,0.251,"Almería","Spain",37.017,-2.417,17.9,"DES","ES_Almería",242,28,24,23,27,21,10,3,3,15,31,28,28,378,527,31.8,0.041151349310015,-0.385262400790645,-1.38230233985035,"37.017-2.417"
"525","Solanaceae","Lycium","intricatum","Lycium intricatum",-0.82,-0.652709474,-0.987290526,0.0991,"Almería","Spain",37.017,-2.417,17.9,"DES","ES_Almería",242,28,24,23,27,21,10,3,3,15,31,28,28,378,528,23.6,0.041151349310015,0.198450938723838,-2.3116258376462,"37.017-2.417"
"526","Fabaceae","Retama","sphaerocarpa","Retama sphaerocarpa",-3.14,-0.293671193,-5.986328807,0.549,"Almería","Spain",37.017,-2.417,17.9,"DES","ES_Almería",242,28,24,23,27,21,10,3,3,15,31,28,28,378,529,15.9,0.041151349310015,-1.14422279992016,-0.599656837472606,"37.017-2.417"
"527","Amaranthaceae","Salsola","genistoides","Salsola genistoides",-1.84,-0.913288295,-2.766711705,0.0397,"Almería","Spain",37.017,-2.417,17.9,"DES","ES_Almería",242,28,24,23,27,21,10,3,3,15,31,28,28,378,530,19.8,0.041151349310015,-0.609765571620894,-3.22640409128899,"37.017-2.417"
